Number of Hotels,,Comment_Text,Name,Rating,Positive Polarity Scores,Negative Polarity Scores,Neutral Polarity Scores,CompoundPolarityScores
1,0,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
2,1,Pleasant,Hotel M Hotel Singapore City Centre,6,1,0,0,0.5106
3,2,"Wonderful stay, good quality of food and services. :D Hehehe worth the money!",Hotel M Hotel Singapore City Centre,9,0.588,0,0.412,0.9157
4,3,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
5,4,Recommended to stay Orchard Hotel,Hotel M Hotel Singapore City Centre,8,0.31,0,0.69,0.2023
6,5,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
7,6,Excellent stay,Hotel M Hotel Singapore City Centre,9,0.787,0,0.213,0.5719
8,7,try and find somewhere else,Hotel M Hotel Singapore City Centre,3,0,0,1,0
9,8,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
10,9,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
11,10,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
12,11,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
13,12,Great place to stay,Hotel M Hotel Singapore City Centre,9,0.577,0,0.423,0.6249
14,13,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
15,14,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
16,15,Excellent service and hotel.,Hotel M Hotel Singapore City Centre,10,0.552,0,0.448,0.5719
17,16,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
18,17,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
19,18,Fantastic weekend staycation,Hotel M Hotel Singapore City Centre,10,0.643,0,0.357,0.5574
20,19,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
21,20,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
22,21,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
23,22,Disappointing staycation,Hotel M Hotel Singapore City Centre,3,0,0.762,0.238,-0.4939
24,23,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
25,24,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
26,25,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
27,26,Cozy weekend staycation,Hotel M Hotel Singapore City Centre,9.6,0,0,1,0
28,27,"Hotel is perfectly located for us, next to our office building. Spacious rooms with a nice view.",Hotel M Hotel Singapore City Centre,7,0.333,0,0.667,0.7906
29,28,great location for the money,Hotel M Hotel Singapore City Centre,8,0.506,0,0.494,0.6249
30,29,Pleasant,Hotel M Hotel Singapore City Centre,6.7,1,0,0,0.5106
31,30,A wonderfully brief stay,Hotel M Hotel Singapore City Centre,8.8,0.661,0,0.339,0.5994
32,31,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
33,32,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
34,33,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
35,34,Good location,Hotel M Hotel Singapore City Centre,9,0.744,0,0.256,0.4404
36,35,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
37,36,Pleasant,Hotel M Hotel Singapore City Centre,6.2,1,0,0,0.5106
38,37,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
39,38,Pleasant,Hotel M Hotel Singapore City Centre,6.7,1,0,0,0.5106
40,39,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
41,40,Excellent,Hotel M Hotel Singapore City Centre,8.8,1,0,0,0.5719
42,41,Pleasant,Hotel M Hotel Singapore City Centre,6.2,1,0,0,0.5106
43,42,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
44,43,Wonderful,Hotel M Hotel Singapore City Centre,9.2,1,0,0,0.5719
45,44,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
46,45,Pleasant three day stay,Hotel M Hotel Singapore City Centre,7.9,0.524,0,0.476,0.5106
47,46,Better luck next time,Hotel M Hotel Singapore City Centre,6,0.747,0,0.253,0.7096
48,47,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
49,48,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
50,49,Exceptional,Hotel M Hotel Singapore City Centre,9.6,0,0,1,0
51,50,Fair,Hotel M Hotel Singapore City Centre,5,1,0,0,0.3182
52,51,Pleasant,Hotel M Hotel Singapore City Centre,6.2,1,0,0,0.5106
53,52,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
54,53,Great place to enjoy Singapore,Hotel M Hotel Singapore City Centre,10,0.709,0,0.291,0.8074
55,54,Fair,Hotel M Hotel Singapore City Centre,5,1,0,0,0.3182
56,55,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
57,56,Fair,Hotel M Hotel Singapore City Centre,5,1,0,0,0.3182
58,57,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
59,58,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
60,59,Pleasant,Hotel M Hotel Singapore City Centre,6,1,0,0,0.5106
61,60,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
62,61,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
63,62,All of the positive reviews got it right,Hotel M Hotel Singapore City Centre,9.2,0.34,0,0.66,0.5574
64,63,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
65,64,Fair,Hotel M Hotel Singapore City Centre,5,1,0,0,0.3182
66,65,Exceptional,Hotel M Hotel Singapore City Centre,9.6,0,0,1,0
67,66,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
68,67,"Gone wrong, fixed quickly",Hotel M Hotel Singapore City Centre,7,0,0.508,0.492,-0.4767
69,68,They want to charge me an early check in for TWO HOURS ( they had the rooms available). The attitude at the front desk w,Hotel M Hotel Singapore City Centre,3.3,0.056,0,0.944,0.0772
70,69,Perfect,Hotel M Hotel Singapore City Centre,8,1,0,0,0.5719
71,70,More like a 4 Stars,Hotel M Hotel Singapore City Centre,7,0.583,0,0.417,0.4201
72,71,"Very nice hotel in a very clean neighborhood, with great views of the harbor.",Hotel M Hotel Singapore City Centre,10,0.505,0,0.495,0.8803
73,72,Exceptional,Hotel M Hotel Singapore City Centre,10,0,0,1,0
74,73,Very Good,Hotel M Hotel Singapore City Centre,8.3,0.762,0,0.238,0.4927
75,74,good value for the money.,Hotel M Hotel Singapore City Centre,9,0.639,0,0.361,0.6486
76,75,Wonderful,Hotel M Hotel Singapore City Centre,9.2,1,0,0,0.5719
77,76,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
78,77,Fair,Hotel M Hotel Singapore City Centre,5,1,0,0,0.3182
79,78,Very Good,Hotel M Hotel Singapore City Centre,8.3,0.762,0,0.238,0.4927
80,79,Good,Hotel M Hotel Singapore City Centre,7.1,1,0,0,0.4404
81,80,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
82,81,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
83,82,Disappointing,Hotel M Hotel Singapore City Centre,4,0,1,0,-0.4939
84,83,Nice modern and roomy hotelroom in a good location.,Hotel M Hotel Singapore City Centre,9,0.487,0,0.513,0.6908
85,84,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
86,85,Poor service,Hotel M Hotel Singapore City Centre,5.8,0,0.756,0.244,-0.4767
87,86,Wonderful,Hotel M Hotel Singapore City Centre,9,1,0,0,0.5719
88,87,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
89,88,Good,Hotel M Hotel Singapore City Centre,7.5,1,0,0,0.4404
90,89,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
91,90,Wonderful,Hotel M Hotel Singapore City Centre,9.2,1,0,0,0.5719
92,91,Good,Hotel M Hotel Singapore City Centre,7,1,0,0,0.4404
93,92,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
94,93,Very Good,Hotel M Hotel Singapore City Centre,8,0.762,0,0.238,0.4927
95,94,Very Good,Hotel M Hotel Singapore City Centre,8.3,0.762,0,0.238,0.4927
96,95,Very Poor,Hotel M Hotel Singapore City Centre,2.5,0,0.772,0.228,-0.5256
97,96,Fair,Hotel M Hotel Singapore City Centre,5,1,0,0,0.3182
98,97,Very Good,Hotel M Hotel Singapore City Centre,8.3,0.762,0,0.238,0.4927
99,98,Good,Hotel M Hotel Singapore City Centre,7.1,1,0,0,0.4404
100,99,Fair,Hotel M Hotel Singapore City Centre,5,1,0,0,0.3182
101,0,Pleasant,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),6,1,0,0,0.5106
102,1,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
103,2,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
104,3,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
105,4,Nice family staycation,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,0.583,0,0.417,0.4215
106,5,It was a fantastic visit with staff that was amazing!,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.524,0,0.476,0.8268
107,6,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9.2,1,0,0,0.5719
108,7,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9.2,1,0,0,0.5719
109,8,"great, fun & fantastic",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.9001
110,9,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
111,10,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
112,11,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
113,12,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
114,13,Great,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.6249
115,14,Kid staycation,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0,0,1,0
116,15,Nice stay,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.737,0,0.263,0.4215
117,16,Great place to enjoy with the family. kid friendl,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.51,0,0.49,0.8074
118,17,Perfect getaway,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.787,0,0.213,0.5719
119,18,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
120,19,Ok,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,1,0,0,0.296
121,20,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
122,21,Relaxing,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,1,0,0,0.4939
123,22,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
124,23,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
125,24,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
126,25,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
127,26,COVID staycation,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8.8,0,0,1,0
128,27,Family staycation,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0,0,1,0
129,28,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
130,29,Great staycay,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,0.804,0,0.196,0.6249
131,30,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7,1,0,0,0.4404
132,31,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
133,32,We'll definitely be back! :),Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.666,0,0.334,0.7177
134,33,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
135,34,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7.9,1,0,0,0.4404
136,35,March Staycation,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0,0,1,0
137,36,Perfect getaway for families with small children! Really friendly and helpful staff (:,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,0.604,0,0.396,0.9293
138,37,"Excellent service, awesome facilities!",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.802,0,0.198,0.8439
139,38,"In all an excellent stay, close to everything and perfect for families. The pool area was excellent",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,0.442,0,0.558,0.9022
140,39,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
141,40,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
142,41,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
143,42,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
144,43,Fabulous hotel with high level of service and great facilitues,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.484,0,0.516,0.8176
145,44,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9.2,1,0,0,0.5719
146,45,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7,1,0,0,0.4404
147,46,We were treated like family by all staff and the whole vibe was so friendly,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,0.337,0,0.663,0.7661
148,47,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
149,48,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
150,49,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
151,50,Great,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,1,0,0,0.6249
152,51,Unexpected visit that exceeded expectations,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,0,0,1,0
153,52,Excellent service and great location,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.722,0,0.278,0.8316
154,53,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9.2,1,0,0,0.5719
155,54,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9.6,0,0,1,0
156,55,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
157,56,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
158,57,I would stay here again very happily,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.438,0,0.562,0.5984
159,58,Only the pool area is top,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),6.7,0.265,0,0.735,0.2023
160,59,A cosy stay for a Sentosa Getaway,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
161,60,LOVED THE STAY!,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.677,0,0.323,0.636
162,61,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9.2,1,0,0,0.5719
163,62,Superb stay,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.804,0,0.196,0.6249
164,63,Fair,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),5,1,0,0,0.3182
165,64,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
166,65,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
167,66,Excellent,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8.8,1,0,0,0.5719
168,67,"great location for us as a family, very clean.",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.542,0,0.458,0.796
169,68,Excellent,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8.8,1,0,0,0.5719
170,69,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
171,70,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
172,71,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7,1,0,0,0.4404
173,72,Fair,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),5,1,0,0,0.3182
174,73,"A good location, a bit pokey fir family of four and I think a bit expensive for that reason.",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),6,0.172,0,0.828,0.4404
175,74,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8.3,0.762,0,0.238,0.4927
176,75,Family affair,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8.3,0,0,1,0
177,76,"Great location, very clean and inviting but need to improve on pool area with tables/chairs",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7,0.481,0,0.519,0.8473
178,77,"Amazing,",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,1,0,0,0.5859
179,78,Bad,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),1,0,1,0,-0.5423
180,79,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
181,80,Exceptional,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
182,81,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7.9,1,0,0,0.4404
183,82,Excellent,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8.8,1,0,0,0.5719
184,83,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8.3,0.762,0,0.238,0.4927
185,84,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7,1,0,0,0.4404
186,85,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7.5,1,0,0,0.4404
187,86,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7.1,1,0,0,0.4404
188,87,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7,1,0,0,0.4404
189,88,Very Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
190,89,Good,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),7.5,1,0,0,0.4404
191,90,Disappointing,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),4,0,1,0,-0.4939
192,91,we were really enjoying where we stay.,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.381,0,0.619,0.5709
193,92,Kids loved the pool.,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),8,0.565,0,0.435,0.5994
194,93,The Best,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.808,0,0.192,0.6369
195,94,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9.2,1,0,0,0.5719
196,95,Wonderful,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
197,96,Im coming back,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),9,0,0,1,0
198,97,Very relaxing stay for the whole family,Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),10,0.368,0,0.632,0.5413
199,98,"Average, will look at other places in future",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),4,0,0,1,0
200,99,"Super tiny rooms, too loud and busy.",Hotel Village Hotel Sentosa by Far East Hospitality (SG Clean),6.2,0.394,0,0.606,0.5994
201,0,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
202,1,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
203,2,The rooms were too uncomfortable and I wouldn’t stay again,"Hotel M Social Singapore (SG Clean, Staycation Approved)",5,0,0.245,0.755,-0.3818
204,3,Average,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,0,0,1,0
205,4,Disappointing,"Hotel M Social Singapore (SG Clean, Staycation Approved)",4,0,1,0,-0.4939
206,5,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
207,6,Pleasant,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,1,0,0,0.5106
208,7,Wonderful,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,1,0,0,0.5719
209,8,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
210,9,It was good overall except the water temperature ;-;,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.266,0,0.734,0.4404
211,10,great location to stay in singapore.,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.451,0,0.549,0.6249
212,11,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
213,12,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
214,13,Pleasant,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,1,0,0,0.5106
215,14,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
216,15,pleasant experience but can get better value for money elsewhere.,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,0.565,0,0.435,0.8442
217,16,Good and most efficient.,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,0.75,0,0.25,0.7178
218,17,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
219,18,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
220,19,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
221,20,"brilliant staff, very accommodating, fantastic location and all round great stay.","Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0.596,0,0.404,0.9149
222,21,Wonderful,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,1,0,0,0.5719
223,22,near Singapore river,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0,0,1,0
224,23,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
225,24,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
226,25,Wonderful,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,1,0,0,0.5719
227,26,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
228,27,great,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,1,0,0,0.6249
229,28,Very Poor,"Hotel M Social Singapore (SG Clean, Staycation Approved)",2,0,0.772,0.228,-0.5256
230,29,Pleasant,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,1,0,0,0.5106
231,30,Fair,"Hotel M Social Singapore (SG Clean, Staycation Approved)",5,1,0,0,0.3182
232,31,"Great place for CBD area, many food around","Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.369,0,0.631,0.6249
233,32,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",5,1,0,0,0.4404
234,33,"Everything was horrible. Despite spending time filling up details fr online check in, the check in took forever ( there","Hotel M Social Singapore (SG Clean, Staycation Approved)",1,0,0.163,0.837,-0.5423
235,34,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
236,35,It was barely satisfying.,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,0.474,0,0.526,0.4033
237,36,Great,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,1,0,0,0.6249
238,37,Wonderful,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,1,0,0,0.5719
239,38,Pleasant,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,1,0,0,0.5106
240,39,Great place for a great price. Good location too.,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,0.689,0,0.311,0.9022
241,40,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
242,41,Pleasant,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,1,0,0,0.5106
243,42,cosy room and nice location,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.412,0,0.588,0.4215
244,43,"nice loft room with patio, not vegetarian friendly","Hotel M Social Singapore (SG Clean, Staycation Approved)",7,0.245,0.23,0.525,0.0444
245,44,awesome place for a staycation,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.577,0,0.423,0.6249
246,45,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
247,46,Wonderful,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,1,0,0,0.5719
248,47,Fair,"Hotel M Social Singapore (SG Clean, Staycation Approved)",5,1,0,0,0.3182
249,48,Pleasant,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,1,0,0,0.5106
250,49,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
251,50,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
252,51,Disappointing.,"Hotel M Social Singapore (SG Clean, Staycation Approved)",4,0,1,0,-0.4939
253,52,Fair,"Hotel M Social Singapore (SG Clean, Staycation Approved)",5,1,0,0,0.3182
254,53,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
255,54,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
256,55,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
257,56,Thank you M social! You have never disappoint us!,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0.471,0,0.529,0.6533
258,57,i would to to get late check out again for my future stay. will recommend to friends and family thank you M social for l,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0.299,0,0.701,0.7964
259,58,Pleasant,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,1,0,0,0.5106
260,59,Nice and cozy,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,0.583,0,0.417,0.4215
261,60,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
262,61,Unpleasant stay,"Hotel M Social Singapore (SG Clean, Staycation Approved)",1,0,0.756,0.244,-0.4767
263,62,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
264,63,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
265,64,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
266,65,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
267,66,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
268,67,it was ok,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,0.524,0,0.476,0.296
269,68,won’t come back again.,"Hotel M Social Singapore (SG Clean, Staycation Approved)",5,0,0,1,0
270,69,Bad,"Hotel M Social Singapore (SG Clean, Staycation Approved)",1,0,1,0,-0.5423
